,genres,title,Movie_Average,Global_Average,Overall_Rating_Count
278,Children,Cats & Dogs (2001),2.7777777777777777,3.4863989231828714,17.5
279,Children,Charlotte's Web (2006),3.333333333333333,3.4863989231828714,7.5
280,Children,"Christmas Story, A (1983)",3.4863989231828714,3.4863989231828714,44.0
281,Children,Cinderella (2015),4.0,3.4863989231828714,4.0
282,Children,"Computer Wore Tennis Shoes, The (1969)",3.0,3.4863989231828714,12.0
283,Children,D2: The Mighty Ducks (1994),3.4863989231828714,3.4863989231828714,3.0
284,Children,Dunston Checks In (1996),2.375,3.4863989231828714,15.0
285,Children,E.T. the Extra-Terrestrial (1982),3.4863989231828714,3.4863989231828714,105.0
286,Children,Elf (2003),3.697368421052632,3.4863989231828714,134.0
287,Children,Ernest Saves Christmas (1988),1.625,3.4863989231828714,3.5
288,Children,Field of Dreams (1989),3.4863989231828714,3.4863989231828714,46.0
289,Children,First Kid (1996),3.4863989231828714,3.4863989231828714,6.0
290,Children,"Flintstones, The (1994)",3.4863989231828714,3.4863989231828714,48.0
291,Children,Flubber (1997),3.4863989231828714,3.4863989231828714,3.0
292,Children,Freaky Friday (1977),3.4863989231828714,3.4863989231828714,6.0
293,Children,Freaky Friday (2003),3.2045454545454546,3.4863989231828714,59.5
294,Children,George of the Jungle (1997),3.4863989231828714,3.4863989231828714,11.0
295,Children,Good Burger (1997),2.0,3.4863989231828714,3.5
296,Children,Gordy (1995),3.4863989231828714,3.4863989231828714,3.0
297,Children,"Great Muppet Caper, The (1981)",3.571428571428572,3.4863989231828714,33.0
298,Children,Harriet the Spy (1996),2.875,3.4863989231828714,25.0
299,Children,"Haunted Mansion, The (2003)",2.4375,3.4863989231828714,7.0
300,Children,Heavyweights (Heavy Weights) (1995),3.4863989231828714,3.4863989231828714,7.0
301,Children,Herbie Rides Again (1974),3.125,3.4863989231828714,11.0
302,Children,High School Musical (2006),2.0,3.4863989231828714,3.5
303,Children,Himizu (2011),3.5,3.4863989231828714,3.5
304,Children,Hocus Pocus (1993),3.4863989231828714,3.4863989231828714,6.0
305,Children,Home Alone 2: Lost in New York (1992),2.5576923076923075,3.4863989231828714,54.0
306,Children,"Honey, I Blew Up the Kid (1992)",3.4863989231828714,3.4863989231828714,6.0
307,Children,House Arrest (1996),3.4863989231828714,3.4863989231828714,7.0
308,Children,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),3.0645161290322585,3.4863989231828714,77.0
309,Children,Hugo (2011),3.75,3.4863989231828714,62.5
310,Children,Ice Princess (2005),3.333333333333333,3.4863989231828714,5.0
311,Children,It's a Wonderful Life (1946),3.4863989231828714,3.4863989231828714,34.0
312,Children,Jingle All the Way (1996),2.5,3.4863989231828714,39.0
313,Children,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),3.4863989231828714,3.4863989231828714,7.0
314,Children,Kazaam (1996),3.4863989231828714,3.4863989231828714,21.0
315,Children,Kit Kittredge: An American Girl (2008),3.0,3.4863989231828714,4.0
316,Children,"Little Princess, A (1995)",3.4863989231828714,3.4863989231828714,32.0
317,Children,"Little Princess, The (1939)",3.0,3.4863989231828714,3.0
318,Children,"Little Rascals, The (1994)",2.5,3.4863989231828714,17.5
319,Children,Look Who's Talking Now (1993),1.5833333333333333,3.4863989231828714,3.5
320,Children,"Love Bug, The (1969)",3.4863989231828714,3.4863989231828714,3.0
321,Children,Mary Poppins (1964),3.8846153846153846,3.4863989231828714,249.0
322,Children,Matilda (1996),3.363636363636364,3.4863989231828714,65.5
323,Children,"Mighty Ducks, The (1992)",3.4863989231828714,3.4863989231828714,9.0
324,Children,Monsieur Lazhar (2011),4.5,3.4863989231828714,9.0
325,Children,"Muppet Christmas Carol, The (1992)",3.6875,3.4863989231828714,68.5
326,Children,Muppets From Space (1999),3.4863989231828714,3.4863989231828714,10.0
327,Children,"Muppets Take Manhattan, The (1984)",3.4863989231828714,3.4863989231828714,6.0
328,Children,"Music Man, The (1962)",3.9,3.4863989231828714,19.5
329,Children,My Dog Skip (1999),3.3125,3.4863989231828714,32.0
330,Children,National Velvet (1944),3.75,3.4863989231828714,7.5
331,Children,Now and Then (1995),3.0,3.4863989231828714,7.5
332,Children,Old Yeller (1957),3.4,3.4863989231828714,19.0
333,Children,"Parent Trap, The (1961)",3.4863989231828714,3.4863989231828714,6.0
334,Children,"Parent Trap, The (1998)",3.4863989231828714,3.4863989231828714,3.0
335,Children,Pinocchio (2002),3.5,3.4863989231828714,3.5
336,Children,Please Don't Eat the Daisies (1960),3.5,3.4863989231828714,7.0
337,Children,Pollyanna (1960),3.4863989231828714,3.4863989231828714,6.0
338,Children,Prancer (1989),3.0,3.4863989231828714,6.0
339,Children,"Princess Diaries, The (2001)",3.0416666666666665,3.4863989231828714,60.5
340,Children,"Railway Children, The (1970)",4.0,3.4863989231828714,4.0
341,Children,Return from Witch Mountain (1978),3.4863989231828714,3.4863989231828714,3.0
342,Children,Richie Rich (1994),3.4863989231828714,3.4863989231828714,23.0
343,Children,"Sandlot, The (1993)",3.4130434782608696,3.4863989231828714,67.0
344,Children,"Santa Clause 2, The (2002)",2.3,3.4863989231828714,6.0
345,Children,"Secret Garden, The (1993)",3.4863989231828714,3.4863989231828714,37.0
346,Children,"Secret of Roan Inish, The (1994)",3.4863989231828714,3.4863989231828714,45.0
347,Children,"Shaggy D.A., The (1976)",3.4863989231828714,3.4863989231828714,3.0
348,Children,"Shaggy Dog, The (1959)",3.4863989231828714,3.4863989231828714,6.0
349,Children,Something Wicked This Way Comes (1983),2.6666666666666665,3.4863989231828714,20.5
350,Children,Stuart Little (1999),2.8125,3.4863989231828714,43.0
351,Children,Stuart Little 2 (2002),2.5,3.4863989231828714,8.0
352,Children,That Darn Cat (1997),3.5,3.4863989231828714,3.5
353,Children,That Darn Cat! (1965),2.833333333333333,3.4863989231828714,9.5
354,Children,The Even Stevens Movie (2003),3.5,3.4863989231828714,3.5
355,Children,The Tale of the Bunny Picnic (1986),3.0,3.4863989231828714,3.0
356,Children,"Watcher in the Woods, The (1980)",3.0,3.4863989231828714,3.0
357,Children,"White Balloon, The (Badkonake sefid) (1995)",4.0,3.4863989231828714,8.0
358,Children,Wide Awake (1998),3.4863989231828714,3.4863989231828714,11.0
359,Children,"Witches, The (1990)",3.1666666666666665,3.4863989231828714,9.5
360,Children,"Yours, Mine and Ours (1968)",2.75,3.4863989231828714,3.0
361,Comedy,00 Schneider - Jagd auf Nihil Baxter (1994),4.5,3.4863989231828714,4.5
362,Comedy,Adam's Apples (Adams æbler) (2005),4.166666666666667,3.4863989231828714,12.5
363,Comedy,Adam's Rib (1949),4.666666666666667,3.4863989231828714,14.0
364,Comedy,Animals are Beautiful People (1974),5.0,3.4863989231828714,5.0
365,Comedy,Arizona Dream (1993),4.25,3.4863989231828714,25.5
366,Comedy,Attack of the 50 Foot Woman (1958),4.5,3.4863989231828714,4.5
367,Comedy,"Awful Truth, The (1937)",4.75,3.4863989231828714,9.5
368,Comedy,Baarìa (2009),4.5,3.4863989231828714,4.5
369,Comedy,Bill Burr: I'm Sorry You Feel That Way (2014),4.5,3.4863989231828714,4.5
370,Comedy,Bill Burr: Why Do I Do This? (2008),4.5,3.4863989231828714,4.5
371,Comedy,Bill Burr: You People Are All the Same (2012),4.5,3.4863989231828714,4.5
372,Comedy,Bill Hicks: Revelations (1993),5.0,3.4863989231828714,5.0
373,Comedy,Bootleggers (1961),4.5,3.4863989231828714,4.5
374,Comedy,"Cabin in the Woods, The (2012)",4.119047619047619,3.4863989231828714,84.5
375,Comedy,"Captain Newman, M.D. (1963)",4.5,3.4863989231828714,4.5
376,Comedy,Chinese Puzzle (Casse-tête chinois) (2013),5.0,3.4863989231828714,5.0
377,Comedy,"Chorus Line, A (1985)",4.666666666666667,3.4863989231828714,14.0
378,Comedy,Citizen Ruth (1996),4.75,3.4863989231828714,13.5
379,Comedy,Continental Divide (1981),5.0,3.4863989231828714,5.0
380,Comedy,Cornered! (2009),4.5,3.4863989231828714,4.5
381,Comedy,Craig Ferguson: I'm Here To Help (2013),5.0,3.4863989231828714,5.0
382,Comedy,Cyrano de Bergerac (1990),4.083333333333333,3.4863989231828714,49.5
383,Comedy,Dead Alive (Braindead) (1992),4.388888888888889,3.4863989231828714,39.5
384,Comedy,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",4.3,3.4863989231828714,21.5
385,Comedy,Dr. Goldfoot and the Bikini Machine (1965),5.0,3.4863989231828714,5.0
386,Comedy,Eddie Murphy Delirious (1983),4.375,3.4863989231828714,17.5
387,Comedy,Empties (2007),5.0,3.4863989231828714,5.0
388,Comedy,English Vinglish (2012),5.0,3.4863989231828714,5.0
389,Comedy,Everybody Wants Some (2016),4.166666666666667,3.4863989231828714,12.5
390,Comedy,Ex Drummer (2007),5.0,3.4863989231828714,5.0
391,Comedy,Forgotten Silver (1996),4.5,3.4863989231828714,4.5
392,Comedy,Forrest Gump (1994),4.117788461538462,3.4863989231828714,1273.5
393,Comedy,Garam Masala (2005),4.5,3.4863989231828714,4.5
394,Comedy,George Carlin: It's Bad for Ya! (2008),5.0,3.4863989231828714,5.0
395,Comedy,George Carlin: Jammin' in New York (1992),5.0,3.4863989231828714,5.0
396,Comedy,Get Low (2009),5.0,3.4863989231828714,5.0
397,Comedy,Goodbye Charlie (1964),5.0,3.4863989231828714,5.0
398,Comedy,"Green Butchers, The (Grønne slagtere, De) (2003)",4.5,3.4863989231828714,4.5
399,Comedy,Guy X (2005),5.0,3.4863989231828714,5.0
400,Comedy,Hands on a Hard Body (1996),4.5,3.4863989231828714,9.0
401,Comedy,Hedwig and the Angry Inch (2000),4.15,3.4863989231828714,37.0
402,Comedy,High Heels (Tacones lejanos) (1991),4.5,3.4863989231828714,4.5
403,Comedy,Hit the Bank (Vabank) (1981),4.5,3.4863989231828714,4.5
404,Comedy,Hollywood Shuffle (1987),5.0,3.4863989231828714,5.0
405,Comedy,Hood of Horror (2006),4.5,3.4863989231828714,4.5
406,Comedy,How to Marry a Millionaire (1953),4.5,3.4863989231828714,4.5
407,Comedy,I Am a Sex Addict (2005),4.5,3.4863989231828714,4.5
408,Comedy,I Was a Male War Bride (1949),4.25,3.4863989231828714,8.5
409,Comedy,Impromptu (1991),4.25,3.4863989231828714,8.5
410,Comedy,"Incredibly True Adventure of Two Girls in Love, The (1995)",5.0,3.4863989231828714,9.0
411,Comedy,It Happened on Fifth Avenue (1947),4.5,3.4863989231828714,4.5
412,Comedy,Jim Jefferies: BARE (2014),4.5,3.4863989231828714,4.5
413,Comedy,Jim Jefferies: Fully Functional (EPIX) (2012),4.5,3.4863989231828714,4.5
414,Comedy,Jim Jefferies: I Swear to God (2009),4.5,3.4863989231828714,4.5
415,Comedy,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)",4.5,3.4863989231828714,4.5
416,Comedy,"King of Comedy, The (1983)",4.083333333333333,3.4863989231828714,24.5
417,Comedy,Kiss Kiss Bang Bang (2005),4.088235294117647,3.4863989231828714,136.5
418,Comedy,L.A. Slasher (2015),5.0,3.4863989231828714,5.0
419,Comedy,La Belle Verte (1996),4.5,3.4863989231828714,4.5
420,Comedy,"Last Detail, The (1973)",4.333333333333333,3.4863989231828714,13.0
421,Comedy,Life Is Beautiful (La Vita è bella) (1997),4.130434782608695,3.4863989231828714,325.0
422,Comedy,Living in Oblivion (1995),4.1,3.4863989231828714,47.5
423,Comedy,Louis C.K.: Live at The Comedy Store (2015),4.375,3.4863989231828714,17.5
424,Comedy,Louis C.K.: Oh My God (2013),4.125,3.4863989231828714,16.5
425,Comedy,Love and Death (1975),4.5,3.4863989231828714,30.0
426,Comedy,Lumberjack Man (2015),5.0,3.4863989231828714,5.0
427,Comedy,Madly in Love (1981),4.5,3.4863989231828714,4.5
428,Comedy,Mamma Mia: Here We Go Again! (2018),4.5,3.4863989231828714,4.5
429,Comedy,Man on the Flying Trapeze (1935),4.5,3.4863989231828714,4.5
430,Comedy,Meantime (1984),5.0,3.4863989231828714,5.0
431,Comedy,Mediterraneo (1991),4.25,3.4863989231828714,22.5
432,Comedy,Miss Nobody (2010),5.0,3.4863989231828714,5.0
433,Comedy,Monty Python Live at the Hollywood Bowl (1982),4.166666666666667,3.4863989231828714,37.5
434,Comedy,Monty Python's And Now for Something Completely Different (1971),4.166666666666667,3.4863989231828714,105.5
435,Comedy,My Life as a Dog (Mitt liv som hund) (1985),4.3,3.4863989231828714,21.5
436,Comedy,My Sassy Girl (Yeopgijeogin geunyeo) (2001),5.0,3.4863989231828714,5.0
437,Comedy,"Night at the Opera, A (1935)",4.111111111111111,3.4863989231828714,37.0
438,Comedy,"Nine Lives of Tomas Katz, The (2000)",5.0,3.4863989231828714,5.0
439,Comedy,"One I Love, The (2014)",5.0,3.4863989231828714,5.0
440,Comedy,P.S. (2004),4.25,3.4863989231828714,8.5
441,Comedy,PK (2014),5.0,3.4863989231828714,5.0
442,Comedy,Party Girl (1995),4.166666666666667,3.4863989231828714,12.5
443,Comedy,Phir Hera Pheri (2006),4.5,3.4863989231828714,4.5
444,Comedy,Pulp Fiction (1994),4.318681318681318,3.4863989231828714,1187.5
445,Comedy,Real Women Have Curves (2002),4.25,3.4863989231828714,8.5
446,Comedy,"Revenant, The (2009)",4.5,3.4863989231828714,4.5
447,Comedy,Roman Holiday (1953),4.125,3.4863989231828714,95.0
448,Comedy,"Rules of Attraction, The (2002)",4.166666666666667,3.4863989231828714,10.0
449,Comedy,Saving Face (2004),5.0,3.4863989231828714,5.0
450,Comedy,"Sex, Drugs & Taxation (2013)",4.5,3.4863989231828714,4.5
451,Comedy,Siam Sunset (1999),5.0,3.4863989231828714,5.0
452,Comedy,Sightseers (2012),4.5,3.4863989231828714,4.5
453,Comedy,Something New (2006),4.5,3.4863989231828714,4.5
454,Comedy,"Son of the Bride (Hijo de la novia, El) (2001)",5.0,3.4863989231828714,5.0
455,Comedy,"Steamboat Bill, Jr. (1928)",4.5,3.4863989231828714,4.5
456,Comedy,Strictly Sexual (2008),5.0,3.4863989231828714,5.0
457,Comedy,"Summer's Tale, A (Conte d'été) (1996)",5.0,3.4863989231828714,5.0
458,Comedy,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),4.5,3.4863989231828714,23.0
459,Comedy,Tales of Manhattan (1942),5.0,3.4863989231828714,5.0
460,Comedy,Tampopo (1985),5.0,3.4863989231828714,12.0
461,Comedy,"Ten, The (2007)",4.5,3.4863989231828714,4.5
462,Comedy,Texas - Doc Snyder hält die Welt in Atem (1993),4.5,3.4863989231828714,4.5
463,Comedy,That Munchhausen (1979),4.5,3.4863989231828714,4.5
464,Comedy,The FP (2012),4.5,3.4863989231828714,4.5
465,Comedy,The Importance of Being Earnest (1952),4.333333333333333,3.4863989231828714,13.0
466,Comedy,The Taming of the Scoundrel (1980),4.5,3.4863989231828714,4.5
467,Comedy,"Thousand Clowns, A (1965)",5.0,3.4863989231828714,5.0
468,Comedy,Time of the Gypsies (Dom za vesanje) (1989),4.166666666666667,3.4863989231828714,12.5
469,Comedy,Tom Segura: Disgraceful (2018),4.5,3.4863989231828714,4.5
470,Comedy,Top Secret! (1984),4.2,3.4863989231828714,42.0
471,Comedy,Trailer Park Boys (1999),5.0,3.4863989231828714,5.0
472,Comedy,Train of Life (Train de vie) (1998),4.5,3.4863989231828714,4.5
473,Comedy,Tyler Perry's I Can Do Bad All by Myself (2009),5.0,3.4863989231828714,5.0
474,Comedy,Underground (1995),4.333333333333333,3.4863989231828714,13.0
475,Comedy,Unfaithfully Yours (1948),5.0,3.4863989231828714,5.0
476,Comedy,"Valet, The (La doublure) (2006)",5.0,3.4863989231828714,5.0
477,Comedy,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008),4.5,3.4863989231828714,9.0
478,Comedy,What Men Talk About (2010),5.0,3.4863989231828714,5.0
479,Comedy,What We Do in the Shadows (2014),4.75,3.4863989231828714,9.5
480,Comedy,Wild Tales (2014),4.1875,3.4863989231828714,31.0
481,Comedy,"Woman Is a Woman, A (femme est une femme, Une) (1961)",5.0,3.4863989231828714,5.0
482,Crime,10th & Wolf (2006),4.5,3.4863989231828714,4.5
483,Crime,"American Friend, The (Amerikanische Freund, Der) (1977)",5.0,3.4863989231828714,5.0
484,Crime,American History X (1998),4.226086956521739,3.4863989231828714,505.0
485,Crime,American Made (2017),4.5,3.4863989231828714,9.0
486,Crime,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",4.1,3.4863989231828714,41.0
487,Crime,Badlands (1973),4.222222222222221,3.4863989231828714,45.0
488,Crime,Body Heat (1981),4.5,3.4863989231828714,40.0
489,Crime,Bonnie and Clyde (1967),4.078947368421051,3.4863989231828714,22.5
490,Crime,Brother (Brat) (1997),5.0,3.4863989231828714,5.0
491,Crime,Brother 2 (Brat 2) (2000),4.5,3.4863989231828714,4.5
492,Crime,Carandiru (2003),4.5,3.4863989231828714,4.5
493,Crime,"Day of the Jackal, The (1973)",4.083333333333333,3.4863989231828714,24.5
494,Crime,"Decalogue, The (Dekalog) (1989)",5.0,3.4863989231828714,5.0
495,Crime,"Departed, The (2006)",4.25,3.4863989231828714,416.5
496,Crime,Empire (2002),4.5,3.4863989231828714,4.5
497,Crime,"Godfather, The (1972)",4.260135135135135,3.4863989231828714,609.5
498,Crime,Goodfellas (1990),4.244791666666667,3.4863989231828714,498.5
499,Crime,"Green Mile, The (1999)",4.103092783505153,3.4863989231828714,387.5
500,Crime,High Sierra (1941),4.166666666666667,3.4863989231828714,12.5
501,Crime,"I, the Jury (1982)",5.0,3.4863989231828714,5.0
502,Crime,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),4.25,3.4863989231828714,17.0
503,Crime,La Cérémonie (1995),5.0,3.4863989231828714,9.0
504,Crime,Laura (1944),4.5,3.4863989231828714,22.0
505,Crime,Memories of Murder (Salinui chueok) (2003),4.625,3.4863989231828714,18.5
506,Crime,Miller's Crossing (1990),4.235294117647058,3.4863989231828714,77.0
507,Crime,New Jersey Drive (1995),5.0,3.4863989231828714,9.0
508,Crime,Psycho (1960),4.116666666666666,3.4863989231828714,239.0
509,Crime,Rififi (Du rififi chez les hommes) (1955),4.75,3.4863989231828714,9.5
510,Crime,Sherlock Holmes and Dr. Watson: Acquaintance (1979),5.0,3.4863989231828714,5.0
511,Crime,Taxi Driver (1976),4.107142857142857,3.4863989231828714,402.5
512,Crime,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra (1983),5.0,3.4863989231828714,5.0
513,Crime,"Three Billboards Outside Ebbing, Missouri (2017)",4.666666666666667,3.4863989231828714,28.0
514,Crime,"Usual Suspects, The (1995)",4.296153846153846,3.4863989231828714,814.5
515,Documentary,"20,000 Days on Earth (2014)",4.0,3.4863989231828714,4.0
516,Documentary,21 Up (1977),4.0,3.4863989231828714,12.0
517,Documentary,28 Up (1985),4.0,3.4863989231828714,12.0
518,Documentary,35 Up (1991),4.0,3.4863989231828714,12.0
519,Documentary,4 Little Girls (1997),4.25,3.4863989231828714,8.5
520,Documentary,6 Days to Air: The Making of South Park (2011),4.0,3.4863989231828714,4.0
521,Documentary,Alaska: Spirit of the Wild (1997),4.0,3.4863989231828714,4.0
522,Documentary,Amanda Knox (2016),3.5,3.4863989231828714,3.5
523,Documentary,American Grindhouse (2010),4.0,3.4863989231828714,4.0
524,Documentary,American Movie (1999),3.4863989231828714,3.4863989231828714,7.0
525,Documentary,Anne Frank Remembered (1995),3.4863989231828714,3.4863989231828714,13.0
526,Documentary,"Art of the Steal, The (2009)",4.0,3.4863989231828714,8.0
527,Documentary,"Atomic Cafe, The (1982)",4.5,3.4863989231828714,9.0
528,Documentary,Baraka (1992),4.125,3.4863989231828714,16.5
529,Documentary,Beyond the Mat (1999),3.7,3.4863989231828714,18.5
530,Documentary,Bill Cunningham New York (2011),4.5,3.4863989231828714,4.5
531,Documentary,Black Tar Heroin: The Dark End of the Street (2000),3.4863989231828714,3.4863989231828714,5.0
532,Documentary,Blackfish (2013),3.0,3.4863989231828714,4.0
533,Documentary,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),3.0,3.4863989231828714,3.0
534,Documentary,Bowling for Columbine (2002),3.7857142857142856,3.4863989231828714,201.5
535,Documentary,"Bridge, The (2006)",4.0,3.4863989231828714,4.0
536,Documentary,Bruce Lee: A Warrior's Journey (2000),3.5,3.4863989231828714,3.5
537,Documentary,Buena Vista Social Club (1999),4.166666666666667,3.4863989231828714,17.5
538,Documentary,Bully (2011),3.5,3.4863989231828714,7.0
539,Documentary,Burden of Dreams (1982),3.75,3.4863989231828714,7.5
540,Documentary,Bush's Brain (2004),3.0,3.4863989231828714,3.0
541,Documentary,Capturing the Friedmans (2003),4.25,3.4863989231828714,25.5
542,Documentary,Catfish (2010),3.6666666666666665,3.4863989231828714,11.0
543,Documentary,Catwalk (1996),3.4863989231828714,3.4863989231828714,4.0
544,Documentary,"Celluloid Closet, The (1995)",4.0,3.4863989231828714,4.0
545,Documentary,"Century of the Self, The (2002)",3.75,3.4863989231828714,7.5
546,Documentary,Cinemania (2002),4.0,3.4863989231828714,16.0
547,Documentary,Citizenfour (2014),3.875,3.4863989231828714,15.5
548,Documentary,"Civil War, The (1990)",4.0,3.4863989231828714,4.0
549,Documentary,"Corporation, The (2003)",3.9,3.4863989231828714,39.0
550,Documentary,"Cove, The (2009)",4.333333333333333,3.4863989231828714,13.0
551,Documentary,"Cruise, The (1998)",4.25,3.4863989231828714,8.5
552,Documentary,Crumb (1994),3.4863989231828714,3.4863989231828714,26.0
553,Documentary,"Culture High, The (2014)",3.0,3.4863989231828714,3.0
554,Documentary,Darkon (2006),3.0,3.4863989231828714,3.0
555,Documentary,Darwin's Nightmare (2004),4.0,3.4863989231828714,4.0
556,Documentary,De platte jungle (1978),5.0,3.4863989231828714,5.0
557,Documentary,"Decade Under the Influence, A (2003)",3.5,3.4863989231828714,10.5
558,Documentary,"Devil and Daniel Johnston, The (2005)",4.5,3.4863989231828714,4.5
559,Documentary,Devil's Playground (2002),4.25,3.4863989231828714,8.5
560,Documentary,Earth (2007),3.5,3.4863989231828714,3.5
561,Documentary,Earthlings (2006),4.0,3.4863989231828714,4.0
562,Documentary,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),4.5,3.4863989231828714,4.5
563,Documentary,Encounters at the End of the World (2008),4.5,3.4863989231828714,13.5
564,Documentary,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",3.5,3.4863989231828714,3.5
565,Documentary,"Filth and the Fury, The (2000)",3.4863989231828714,3.4863989231828714,4.0
566,Documentary,"Food, Inc. (2008)",3.7857142857142856,3.4863989231828714,26.5
